dream_id,coding_type,init,rec,code,char,raw
b-baseline_0524,char,,,1MSA,,1MSA
b-baseline_0524,char,,,1MSA,,1MSA
b-baseline_0524,char,,,1MSA,,1MSA
b-baseline_0524,char,,,2MSA,,2MSA
b-baseline_0524,char,,,5MFA,,5MFA
b-baseline_0524,agg,Q,Q,7=,,"{'init': 'Q', 'code': '7=', 'rec': 'Q'}"
b-baseline_0524,agg,Q,5MFA,4>,,"{'init': 'Q', 'code': '4>', 'rec': '5MFA'}"
b-baseline_0524,fri,D,1MSA,6=,,"{'init': 'D', 'code': '6=', 'rec': '1MSA'}"
b-baseline_0524,fri,D,1MSA,6=,,"{'init': 'D', 'code': '6=', 'rec': '1MSA'}"
b-baseline_0524,fri,D,1MSA,6=,,"{'init': 'D', 'code': '6=', 'rec': '1MSA'}"
b-baseline_0524,sex,D,2MSA,1>,,"{'init': 'D', 'code': '1>', 'rec': '2MSA'}"
b-baseline_0551,char,,,1FKA,,1FKA
b-baseline_0551,char,,,1MKA,,1MKA
b-baseline_0551,char,,,1IUA,,1IUA
b-baseline_0551,agg,1MKA,D,3>,,"{'init': '1MKA', 'code': '3>', 'rec': 'D'}"
b-baseline_0551,agg,D,1MKA,1R,,"{'init': 'D', 'code': '1R', 'rec': '1MKA'}"
b-baseline_0551,fri,1MKA,D,4>,,"{'init': '1MKA', 'code': '4>', 'rec': 'D'}"
b-baseline_0551,mf,,,1,D + 1FKA,"{'code': '1', 'char': 'D + 1FKA'}"
b-baseline_0551,mf,,,1,D,"{'code': '1', 'char': 'D'}"
b-baseline_0551,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
b-baseline_0551,emot,,,AN,D,"{'code': 'AN', 'char': 'D'}"
b-baseline_0551,emot,,,CO,1MKA,"{'code': 'CO', 'char': '1MKA'}"
b-baseline_0574,char,,,1MSC,,1MSC
b-baseline_0574,fri,D,1MSC,4>,,"{'init': 'D', 'code': '4>', 'rec': '1MSC'}"
b-baseline_0574,fail,,,,1MSC,{'char': '1MSC'}
b-baseline_0574,fail,,,,D,{'char': 'D'}
b-baseline_0574,mf,,,5,1MSC,"{'code': '5', 'char': '1MSC'}"
b-baseline_0574,mf,,,1,1MSC,"{'code': '1', 'char': '1MSC'}"
b-baseline_0574,mf,,,5,D,"{'code': '5', 'char': 'D'}"
b-baseline_0578,char,,,1MKA,,1MKA
b-baseline_0578,char,,,1MPA,,1MPA
b-baseline_0578,char,,,2ANI,,2ANI
b-baseline_0578,emot,,,HA,D,"{'code': 'HA', 'char': 'D'}"
b-baseline_0580,char,,,1MUA,,1MUA
b-baseline_0580,char,,,1IUA,,1IUA
b-baseline_0580,fri,D,1MUA,4>,,"{'init': 'D', 'code': '4>', 'rec': '1MUA'}"
b-baseline_0580,fri,D,1MUA,4>,,"{'init': 'D', 'code': '4>', 'rec': '1MUA'}"
b-baseline_0580,mf,,,4,Q,"{'code': '4', 'char': 'Q'}"
b-baseline_0580,mf,,,5,1MUA,"{'code': '5', 'char': '1MUA'}"
b-baseline_0584,agg,Q,D,3>,,"{'init': 'Q', 'code': '3>', 'rec': 'D'}"
b-baseline_0587,char,,,2JUA,,2JUA
b-baseline_0587,char,,,1MKA,,1MKA
b-baseline_0587,char,,,1FSA,,1FSA
b-baseline_0587,sex,2JUA,2JUA,5=,,"{'init': '2JUA', 'code': '5=', 'rec': '2JUA'}"
b-baseline_0587,sex,1MKA,1FSA,5=,,"{'init': '1MKA', 'code': '5=', 'rec': '1FSA'}"
b-baseline_0597,char,,,1FKA,,1FKA
b-baseline_0597,char,,,1FKA,,1FKA
b-baseline_0597,char,,,2ISC,,2ISC
b-baseline_0597,char,,,2ISC,,2ISC
b-baseline_0597,char,,,2IST,,2IST
b-baseline_0597,char,,,1FDA,,1FDA
b-baseline_0597,char,,,1IOA,,1IOA
b-baseline_0597,char,,,1MUA,,1MUA
b-baseline_0597,agg,2IST,Q,5>,,"{'init': '2IST', 'code': '5>', 'rec': 'Q'}"
b-baseline_0597,agg,D,2IST,3>,,"{'init': 'D', 'code': '3>', 'rec': '2IST'}"
b-baseline_0597,agg,D,1FDA,6>,,"{'init': 'D', 'code': '6>', 'rec': '1FDA'}"
b-baseline_0597,agg,D,1FDA,2>,,"{'init': 'D', 'code': '2>', 'rec': '1FDA'}"
b-baseline_0597,agg,D,1FDA,1>,,"{'init': 'D', 'code': '1>', 'rec': '1FDA'}"
b-baseline_0597,fri,D,1MUA,2>,,"{'init': 'D', 'code': '2>', 'rec': '1MUA'}"
b-baseline_0597,emot,,,AN,D,"{'code': 'AN', 'char': 'D'}"
b-baseline_0602,char,,,2FDA,,2FDA
b-baseline_0602,agg,2FDA,Q,5>,,"{'init': '2FDA', 'code': '5>', 'rec': 'Q'}"
b-baseline_0602,agg,D,2FDA,3>,,"{'init': 'D', 'code': '3>', 'rec': '2FDA'}"
b-baseline_0603,char,,,1FKA,,1FKA
b-baseline_0603,char,,,2IUA,,2IUA
b-baseline_0603,char,,,1FOA,,1FOA
b-baseline_0603,char,,,2JSA,,2JSA
b-baseline_0603,char,,,1FDA,,1FDA
b-baseline_0603,char,,,2FDA,,2FDA
b-baseline_0603,char,,,2JUA,,2JUA
b-baseline_0603,char,,,1IOA,,1IOA
b-baseline_0603,char,,,1ISA,,1ISA
b-baseline_0603,char,,,1MRA,,1MRA
b-baseline_0603,fri,1FOA,2JSA,4>,,"{'init': '1FOA', 'code': '4>', 'rec': '2JSA'}"
b-baseline_0603,fri,D,2JSA,4>,,"{'init': 'D', 'code': '4>', 'rec': '2JSA'}"
b-baseline_0603,mf,,,4,D,"{'code': '4', 'char': 'D'}"
b-baseline_0603,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
b-baseline_0606,char,,,1FUA,,1FUA
b-baseline_0606,char,,,1MKA,,1MKA
b-baseline_0606,agg,1FUA,1MKA,6>,,"{'init': '1FUA', 'code': '6>', 'rec': '1MKA'}"
b-baseline_0606,agg,1FUA,1MKA,1>,,"{'init': '1FUA', 'code': '1>', 'rec': '1MKA'}"
b-baseline_0606,agg,1FUA,1MKA,6>,,"{'init': '1FUA', 'code': '6>', 'rec': '1MKA'}"
b-baseline_0606,fri,1FUA,1MKA,1>,,"{'init': '1FUA', 'code': '1>', 'rec': '1MKA'}"
b-baseline_0606,fri,1MKA,D,6>,,"{'init': '1MKA', 'code': '6>', 'rec': 'D'}"
b-baseline_0606,fri,D,1FUA,2>,,"{'init': 'D', 'code': '2>', 'rec': '1FUA'}"
b-baseline_0606,sex,1FUA,1MKA,1>,,"{'init': '1FUA', 'code': '1>', 'rec': '1MKA'}"
b-baseline_0606,emot,,,AP,1MKA,"{'code': 'AP', 'char': '1MKA'}"
b-baseline_0606,emot,,,AN,1FUA,"{'code': 'AN', 'char': '1FUA'}"
b-baseline_0606,emot,,,SD,1FUA,"{'code': 'SD', 'char': '1FUA'}"
b-baseline_0618,char,,,2FDA,,2FDA
b-baseline_0618,char,,,1FDA,,1FDA
b-baseline_0618,char,,,2JRA,,2JRA
b-baseline_0618,char,,,2IRA,,2IRA
b-baseline_0618,char,,,1FRA,,1FRA
b-baseline_0618,char,,,1FKA,,1FKA
b-baseline_0618,agg,1FRA,Q,2=,,"{'init': '1FRA', 'code': '2=', 'rec': 'Q'}"
b-baseline_0618,agg,D,1FKA,1>,,"{'init': 'D', 'code': '1>', 'rec': '1FKA'}"
b-baseline_0618,fri,D,1FKA,4>,,"{'init': 'D', 'code': '4>', 'rec': '1FKA'}"
b-baseline_0618,fri,1FDA,D,4>,,"{'init': '1FDA', 'code': '4>', 'rec': 'D'}"
b-baseline_0618,mf,,,1,D,"{'code': '1', 'char': 'D'}"
b-baseline_0618,emot,,,AN,D,"{'code': 'AN', 'char': 'D'}"
b-baseline_0650,char,,,1MSA,,1MSA
b-baseline_0650,char,,,1FKA,,1FKA
b-baseline_0650,char,,,1MKA,,1MKA
b-baseline_0650,fri,D,1MSA,6=,,"{'init': 'D', 'code': '6=', 'rec': '1MSA'}"
b-baseline_0650,sex,D,1MKA,3=,,"{'init': 'D', 'code': '3=', 'rec': '1MKA'}"
b-baseline_0650,succ,,,,D,{'char': 'D'}
b-baseline_0650,mf,,,1,1FKA,"{'code': '1', 'char': '1FKA'}"
b-baseline_0662,char,,,1MUA,,1MUA
b-baseline_0662,char,,,1MUA,,1MUA
b-baseline_0662,char,,,2ANI,,2ANI
b-baseline_0662,char,,,1ANI,,1ANI
b-baseline_0662,char,,,1MBA,,1MBA
b-baseline_0662,fri,1MUA,D,5>,,"{'init': '1MUA', 'code': '5>', 'rec': 'D'}"
b-baseline_0662,fri,D,1MUA,1>,,"{'init': 'D', 'code': '1>', 'rec': '1MUA'}"
b-baseline_0662,fri,1MUA,D,5>,,"{'init': '1MUA', 'code': '5>', 'rec': 'D'}"
b-baseline_0662,sex,1MUA,D,3>,,"{'init': '1MUA', 'code': '3>', 'rec': 'D'}"
b-baseline_0662,sex,D,1MUA,1=,,"{'init': 'D', 'code': '1=', 'rec': '1MUA'}"
b-baseline_0662,emot,,,HA,D,"{'code': 'HA', 'char': 'D'}"
b-baseline_0671,char,,,1FOA,,1FOA
b-baseline_0671,char,,,2JKA,,2JKA
b-baseline_0671,fri,2JKA,D,4>,,"{'init': '2JKA', 'code': '4>', 'rec': 'D'}"
b-baseline_0671,fri,D,2JKA,2R,,"{'init': 'D', 'code': '2R', 'rec': '2JKA'}"
b-baseline_0671,fri,2JKA,D,2>,,"{'init': '2JKA', 'code': '2>', 'rec': 'D'}"
b-baseline_0671,mf,,,1,D,"{'code': '1', 'char': 'D'}"
b-baseline_0672,char,,,1MRA,,1MRA
b-baseline_0672,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
b-baseline_0672,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
b-baseline_0677,char,,,1MSA,,1MSA
b-baseline_0677,char,,,1MSA,,1MSA
b-baseline_0677,agg,D,1MSA,3>,,"{'init': 'D', 'code': '3>', 'rec': '1MSA'}"
b-baseline_0677,fri,D,,1*,,"{'init': 'D', 'code': '1*'}"
b-baseline_0677,fri,1MSA,D,5>,,"{'init': '1MSA', 'code': '5>', 'rec': 'D'}"
b-baseline_0677,fri,1MSA,D,1>,,"{'init': '1MSA', 'code': '1>', 'rec': 'D'}"
b-baseline_0677,fri,1MSA,D,2>,,"{'init': '1MSA', 'code': '2>', 'rec': 'D'}"
b-baseline_0677,sex,D,1MSA,1>,,"{'init': 'D', 'code': '1>', 'rec': '1MSA'}"
b-baseline_0677,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
b-baseline_0677,emot,,,HA,D,"{'code': 'HA', 'char': 'D'}"
b-baseline_0678,char,,,1MKA,,1MKA
b-baseline_0678,char,,,2JUA,,2JUA
b-baseline_0678,char,,,2MUA,,2MUA
b-baseline_0678,char,,,2FUA,,2FUA
b-baseline_0678,char,,,1MKA,,1MKA
b-baseline_0678,agg,1MKA,D,3>,,"{'init': '1MKA', 'code': '3>', 'rec': 'D'}"
b-baseline_0678,fri,D,1MKA,5>,,"{'init': 'D', 'code': '5>', 'rec': '1MKA'}"
b-baseline_0678,fri,2JUA,2MUA,3>,,"{'init': '2JUA', 'code': '3>', 'rec': '2MUA'}"
b-baseline_0678,fri,2JUA,2FUA,3>,,"{'init': '2JUA', 'code': '3>', 'rec': '2FUA'}"
b-baseline_0678,emot,,,SD,D,"{'code': 'SD', 'char': 'D'}"
b-baseline_0693,char,,,1IOA,,1IOA
b-baseline_0693,char,,,1FSB,,1FSB
b-baseline_0693,char,,,1FOA,,1FOA
b-baseline_0693,char,,,2JOA,,2JOA
b-baseline_0693,char,,,1IOA,,1IOA
b-baseline_0693,char,,,1FOA,,1FOA
b-baseline_0693,char,,,1FOA,,1FOA
b-baseline_0693,agg,1FOA,1FSB,7>,,"{'init': '1FOA', 'code': '7>', 'rec': '1FSB'}"
b-baseline_0693,agg,D,1FOA,3>,,"{'init': 'D', 'code': '3>', 'rec': '1FOA'}"
b-baseline_0693,agg,2JOA,D + 1IOA,2>,,"{'init': '2JOA', 'code': '2>', 'rec': 'D + 1IOA'}"
b-baseline_0693,fri,D,1FSB,4>,,"{'init': 'D', 'code': '4>', 'rec': '1FSB'}"
b-baseline_0693,fri,D,1FSB,6>,,"{'init': 'D', 'code': '6>', 'rec': '1FSB'}"
b-baseline_0693,fri,D,1FSB,2>,,"{'init': 'D', 'code': '2>', 'rec': '1FSB'}"
b-baseline_0702,char,,,1FSB,,1FSB
b-baseline_0702,char,,,2JRA,,2JRA
b-baseline_0702,char,,,1IOA,,1IOA
b-baseline_0711,char,,,1MSA,,1MSA
b-baseline_0711,char,,,2JUA,,2JUA
b-baseline_0711,char,,,1MSA,,1MSA
b-baseline_0711,char,,,1MOA,,1MOA
b-baseline_0711,agg,D,1MSA,1>,,"{'init': 'D', 'code': '1>', 'rec': '1MSA'}"
b-baseline_0711,agg,1MSA,D,6>,,"{'init': '1MSA', 'code': '6>', 'rec': 'D'}"
b-baseline_0711,fri,1MOA,D,4>,,"{'init': '1MOA', 'code': '4>', 'rec': 'D'}"
b-baseline_0711,sex,1MSA,D,1>,,"{'init': '1MSA', 'code': '1>', 'rec': 'D'}"
b-baseline_0711,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
b-baseline_0738,char,,,1MKA,,1MKA
b-baseline_0738,char,,,1MFA,,1MFA
b-baseline_0738,char,,,1MSA,,1MSA
b-baseline_0738,char,,,1FDA,,1FDA
b-baseline_0738,agg,1MKA,D,1>,,"{'init': '1MKA', 'code': '1>', 'rec': 'D'}"
b-baseline_0738,fri,1MKA,D,1>,,"{'init': '1MKA', 'code': '1>', 'rec': 'D'}"
b-baseline_0738,fri,1MKA,D,6>,,"{'init': '1MKA', 'code': '6>', 'rec': 'D'}"
b-baseline_0738,mf,,,1,D,"{'code': '1', 'char': 'D'}"
b-baseline_0738,emot,,,SD,1MKA,"{'code': 'SD', 'char': '1MKA'}"
b-baseline_0738,emot,,,AN,1MKA,"{'code': 'AN', 'char': '1MKA'}"
b-baseline_0769,char,,,2ANI,,2ANI
b-baseline_0769,char,,,1MSA,,1MSA
b-baseline_0769,char,,,2JEA,,2JEA
b-baseline_0769,char,,,5MFA,,5MFA
b-baseline_0769,char,,,1FPA,,1FPA
b-baseline_0769,agg,1MSA,D,3>,,"{'init': '1MSA', 'code': '3>', 'rec': 'D'}"
b-baseline_0769,agg,D,1MSA,6R,,"{'init': 'D', 'code': '6R', 'rec': '1MSA'}"
b-baseline_0790,char,,,1MUA,,1MUA
b-baseline_0790,char,,,1FDA,,1FDA
b-baseline_0790,mf,,,1,D,"{'code': '1', 'char': 'D'}"
b-baseline_0793,char,,,2FUA,,2FUA
b-baseline_0793,char,,,1MKA,,1MKA
b-baseline_0793,char,,,1MSA,,1MSA
b-baseline_0793,agg,D,1MKA,3>,,"{'init': 'D', 'code': '3>', 'rec': '1MKA'}"
b-baseline_0793,fri,1MKA,D,1>,,"{'init': '1MKA', 'code': '1>', 'rec': 'D'}"
b-baseline_0793,fri,1MKA,D,5>,,"{'init': '1MKA', 'code': '5>', 'rec': 'D'}"
b-baseline_0793,fri,1MKA,D,6>,,"{'init': '1MKA', 'code': '6>', 'rec': 'D'}"
b-baseline_0793,fri,D,1MSA,6=,,"{'init': 'D', 'code': '6=', 'rec': '1MSA'}"
b-baseline_0793,sex,1MKA,D,3>,,"{'init': '1MKA', 'code': '3>', 'rec': 'D'}"
b-baseline_0796,char,,,2MOA,,2MOA
b-baseline_0796,char,,,2JUA,,2JUA
b-baseline_0796,char,,,2IOA,,2IOA
b-baseline_0796,char,,,1MEA,,1MEA
b-baseline_0796,char,,,2JEA,,2JEA
b-baseline_0796,char,,,2JEA,,2JEA
b-baseline_0796,agg,1MEA,D,2>,,"{'init': '1MEA', 'code': '2>', 'rec': 'D'}"
b-baseline_0796,fri,1MEA,D,3>,,"{'init': '1MEA', 'code': '3>', 'rec': 'D'}"
b-baseline_0796,emot,,,AP,2MOA,"{'code': 'AP', 'char': '2MOA'}"
b-baseline_0802,char,,,1MOA,,1MOA
b-baseline_0802,char,,,2IUA,,2IUA
b-baseline_0802,char,,,2ANI,,2ANI
b-baseline_0802,char,,,2IUA,,2IUA
b-baseline_0802,char,,,1MOA,,1MOA
b-baseline_0802,char,,,1FOA,,1FOA
b-baseline_0802,char,,,2ANI,,2ANI
b-baseline_0802,char,,,7IOA,,7IOA
b-baseline_0802,char,,,8ANI,,8ANI
b-baseline_0802,char,,,8ANI,,8ANI
b-baseline_0802,agg,1MOA,D,6>,,"{'init': '1MOA', 'code': '6>', 'rec': 'D'}"
b-baseline_0802,agg,Q,D,4>,,"{'init': 'Q', 'code': '4>', 'rec': 'D'}"
b-baseline_0802,succ,,,,D,{'char': 'D'}
b-baseline_0802,mf,,,4,D,"{'code': '4', 'char': 'D'}"
b-baseline_0802,mf,,,5,7IOA,"{'code': '5', 'char': '7IOA'}"
b-baseline_0802,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
b-baseline_0802,emot,,,CO,1MOA + 1FOA,"{'code': 'CO', 'char': '1MOA + 1FOA'}"
b-baseline_0804,char,,,1MSA,,1MSA
b-baseline_0804,char,,,1FSA,,1FSA
b-baseline_0804,char,,,1FSA,,1FSA
b-baseline_0804,char,,,2JSA,,2JSA
b-baseline_0804,char,,,2JXA,,2JXA
b-baseline_0804,agg,1MSA,1FSA,3>,,"{'init': '1MSA', 'code': '3>', 'rec': '1FSA'}"
b-baseline_0804,fri,1MSA,1FSA,7=,,"{'init': '1MSA', 'code': '7=', 'rec': '1FSA'}"
b-baseline_0804,emot,,,AP,1MSA,"{'code': 'AP', 'char': '1MSA'}"
b-baseline_0804,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
b-baseline_0809,char,,,1FMA,,1FMA
b-baseline_0809,char,,,1FDA,,1FDA
b-baseline_0809,agg,D,1FMA,3>,,"{'init': 'D', 'code': '3>', 'rec': '1FMA'}"
b-baseline_0809,fri,1FMA,D,6>,,"{'init': '1FMA', 'code': '6>', 'rec': 'D'}"
b-baseline_0809,fri,D,1FMA,6>,,"{'init': 'D', 'code': '6>', 'rec': '1FMA'}"
b-baseline_0809,sex,1FMA,D,4>,,"{'init': '1FMA', 'code': '4>', 'rec': 'D'}"
b-baseline_0809,mf,,,3,D,"{'code': '3', 'char': 'D'}"
b-baseline_0809,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
b-baseline_0809,emot,,,HA,D,"{'code': 'HA', 'char': 'D'}"
b-baseline_0809,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
b-baseline_0826,char,,,1MBA,,1MBA
b-baseline_0826,char,,,2JUA,,2JUA
b-baseline_0826,char,,,1FRA,,1FRA
b-baseline_0826,char,,,1MKA,,1MKA
b-baseline_0826,char,,,1MKA,,1MKA
b-baseline_0826,sex,1FRA,1MKA,3=,,"{'init': '1FRA', 'code': '3=', 'rec': '1MKA'}"
b-baseline_0826,fail,,,,D,{'char': 'D'}
b-baseline_0826,mf,,,4,D + 1MBA,"{'code': '4', 'char': 'D + 1MBA'}"
b-baseline_0826,gf,,,,D + 1MBA,{'char': 'D + 1MBA'}
b-baseline_0840,char,,,1MUA,,1MUA
b-baseline_0840,agg,D,1MUA,3>,,"{'init': 'D', 'code': '3>', 'rec': '1MUA'}"
b-baseline_0840,agg,D,1MUA,3>,,"{'init': 'D', 'code': '3>', 'rec': '1MUA'}"
b-baseline_0840,fri,1MUA,D,1>,,"{'init': '1MUA', 'code': '1>', 'rec': 'D'}"
b-baseline_0840,fri,1MUA,D,2>,,"{'init': '1MUA', 'code': '2>', 'rec': 'D'}"
b-baseline_0840,sex,1MUA,D,2>,,"{'init': '1MUA', 'code': '2>', 'rec': 'D'}"
b-baseline_0840,sex,D,1MUA,1>,,"{'init': 'D', 'code': '1>', 'rec': '1MUA'}"
b-baseline_0840,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
b-baseline_0840,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
b-baseline_0849,char,,,1FKA,,1FKA
b-baseline_0849,char,,,1MKA,,1MKA
b-baseline_0849,char,,,2IOA,,2IOA
b-baseline_0849,char,,,1MRA,,1MRA
b-baseline_0849,char,,,1MRA,,1MRA
b-baseline_0849,fri,2IOA,D,2>,,"{'init': '2IOA', 'code': '2>', 'rec': 'D'}"
b-baseline_0849,fri,D,2IOA,2>,,"{'init': 'D', 'code': '2>', 'rec': '2IOA'}"
b-baseline_0849,fri,1MRA,D,6>,,"{'init': '1MRA', 'code': '6>', 'rec': 'D'}"
b-baseline_0849,fri,D,1MRA,1>,,"{'init': 'D', 'code': '1>', 'rec': '1MRA'}"
b-baseline_0849,sex,D,1MRA,1=,,"{'init': 'D', 'code': '1=', 'rec': '1MRA'}"
b-baseline_0849,mf,,,3,D,"{'code': '3', 'char': 'D'}"
b-baseline_0849,emot,,,SD,D,"{'code': 'SD', 'char': 'D'}"
b-baseline_0849,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
b-baseline_0849,emot,,,AN,D,"{'code': 'AN', 'char': 'D'}"
b-baseline_0869,char,,,1FSA,,1FSA
b-baseline_0869,char,,,1MUA,,1MUA
b-baseline_0869,char,,,1MUA,,1MUA
b-baseline_0869,char,,,1MKA,,1MKA
b-baseline_0869,mf,,,4,1MKA,"{'code': '4', 'char': '1MKA'}"
b-baseline_0869,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
b-baseline_0869,emot,,,CO,1MKA,"{'code': 'CO', 'char': '1MKA'}"
b-baseline_0880,char,,,2ISB,,2ISB
b-baseline_0880,char,,,1MPA,,1MPA
b-baseline_0880,char,,,1MPA,,1MPA
b-baseline_0880,char,,,1MSA,,1MSA
b-baseline_0880,agg,1MPA,D,6>,,"{'init': '1MPA', 'code': '6>', 'rec': 'D'}"
b-baseline_0880,agg,D + 1MPA,2ISB,7>,,"{'init': 'D + 1MPA', 'code': '7>', 'rec': '2ISB'}"
b-baseline_0880,agg,Q,2ISB,7>,,"{'init': 'Q', 'code': '7>', 'rec': '2ISB'}"
b-baseline_0880,sex,1MSA,D,2>,,"{'init': '1MSA', 'code': '2>', 'rec': 'D'}"
b-baseline_0880,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
b-baseline_0901,char,,,1MSA,,1MSA
b-baseline_0901,char,,,1FDA,,1FDA
b-baseline_0901,char,,,2FSA,,2FSA
b-baseline_0901,agg,1MSA,D,3>,,"{'init': '1MSA', 'code': '3>', 'rec': 'D'}"
b-baseline_0901,agg,D,1MSA,1R,,"{'init': 'D', 'code': '1R', 'rec': '1MSA'}"
b-baseline_0901,agg,1MSA,D,6>,,"{'init': '1MSA', 'code': '6>', 'rec': 'D'}"
b-baseline_0901,agg,D,1MSA,3>,,"{'init': 'D', 'code': '3>', 'rec': '1MSA'}"
b-baseline_0901,fri,1MSA,D,3>,,"{'init': '1MSA', 'code': '3>', 'rec': 'D'}"
b-baseline_0901,fri,D,1MSA,2>,,"{'init': 'D', 'code': '2>', 'rec': '1MSA'}"
b-baseline_0901,emot,,,AN,D,"{'code': 'AN', 'char': 'D'}"
b-baseline_0914,char,,,2FOA,,2FOA
b-baseline_0914,char,,,1FKA,,1FKA
b-baseline_0914,fri,D,1FKA,2>,,"{'init': 'D', 'code': '2>', 'rec': '1FKA'}"
b-baseline_0922,char,,,1CZZ,,1CZZ
b-baseline_0922,char,,,1FRA,,1FRA
b-baseline_0922,char,,,2IOA,,2IOA
b-baseline_0922,sex,D,1CZZ,1>,,"{'init': 'D', 'code': '1>', 'rec': '1CZZ'}"
b-baseline_0950,char,,,2CZZ,,2CZZ
b-baseline_0950,succ,,,,D,{'char': 'D'}
b-baseline_0950,mf,,,3,D,"{'code': '3', 'char': 'D'}"
b-baseline_0958,char,,,1MRA,,1MRA
b-baseline_0958,char,,,1MBA,,1MBA
b-baseline_0958,agg,D,1MRA,3>,,"{'init': 'D', 'code': '3>', 'rec': '1MRA'}"
b-baseline_0958,fri,D,1MRA,4>,,"{'init': 'D', 'code': '4>', 'rec': '1MRA'}"
b-baseline_0958,fri,D,1MRA,3>,,"{'init': 'D', 'code': '3>', 'rec': '1MRA'}"
b-baseline_0963,char,,,1FSA,,1FSA
b-baseline_0963,char,,,2IUA,,2IUA
b-baseline_0963,char,,,1MSA,,1MSA
b-baseline_0963,fri,2IUA,1FSA,4>,,"{'init': '2IUA', 'code': '4>', 'rec': '1FSA'}"
b-baseline_0963,fri,1MSA,1FSA,4>,,"{'init': '1MSA', 'code': '4>', 'rec': '1FSA'}"
b-baseline_0963,mf,,,5,1FSA,"{'code': '5', 'char': '1FSA'}"
b-baseline_0963,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
b-baseline_0963,emot,,,SD,D,"{'code': 'SD', 'char': 'D'}"
b-baseline_0963,emot,,,HA,D,"{'code': 'HA', 'char': 'D'}"
b-baseline_0975,char,,,1FKA,,1FKA
b-baseline_0975,char,,,1MBA,,1MBA
b-baseline_0975,char,,,2JSA,,2JSA
b-baseline_0975,char,,,2MSA,,2MSA
b-baseline_0975,char,,,1MSA,,1MSA
b-baseline_0975,char,,,1MSA,,1MSA
b-baseline_0975,char,,,1MSA,,1MSA
b-baseline_0975,agg,D,1MBA,3>,,"{'init': 'D', 'code': '3>', 'rec': '1MBA'}"
b-baseline_0975,fri,D,1FKA,4>,,"{'init': 'D', 'code': '4>', 'rec': '1FKA'}"
b-baseline_0975,fri,1MBA,D,2>,,"{'init': '1MBA', 'code': '2>', 'rec': 'D'}"
b-baseline_0975,fri,2JSA,Q,3>,,"{'init': '2JSA', 'code': '3>', 'rec': 'Q'}"
b-baseline_0985,char,,,1FKA,,1FKA
b-baseline_0985,char,,,1FSA,,1FSA
b-baseline_0985,char,,,1MSA,,1MSA
b-baseline_0985,char,,,1FPA,,1FPA
b-baseline_0985,char,,,1MSA,,1MSA
b-baseline_0985,agg,D,1MSA + 1FPA,1>,,"{'init': 'D', 'code': '1>', 'rec': '1MSA + 1FPA'}"
b-baseline_0985,emot,,,AN,D,"{'code': 'AN', 'char': 'D'}"
b-baseline_1008,char,,,1IUA,,1IUA
b-baseline_1008,char,,,1MKA,,1MKA
b-baseline_1008,char,,,1MSA,,1MSA
b-baseline_1008,char,,,1FKA,,1FKA
b-baseline_1008,fri,D,1MKA,1>,,"{'init': 'D', 'code': '1>', 'rec': '1MKA'}"
b-baseline_1025,char,,,1FSA,,1FSA
b-baseline_1025,char,,,1FOA,,1FOA
b-baseline_1025,char,,,1MKA,,1MKA
b-baseline_1025,char,,,1MKA,,1MKA
b-baseline_1025,char,,,1MOA,,1MOA
b-baseline_1025,char,,,1IUA,,1IUA
b-baseline_1025,agg,1FSA,D,1>,,"{'init': '1FSA', 'code': '1>', 'rec': 'D'}"
b-baseline_1025,agg,1MKA,1FOA,3>,,"{'init': '1MKA', 'code': '3>', 'rec': '1FOA'}"
b-baseline_1025,fri,1MKA,D,4>,,"{'init': '1MKA', 'code': '4>', 'rec': 'D'}"
b-baseline_1025,mf,,,1,D,"{'code': '1', 'char': 'D'}"
b-baseline_1025,mf,,,4,D,"{'code': '4', 'char': 'D'}"
b-baseline_1025,emot,,,AN,1FSA,"{'code': 'AN', 'char': '1FSA'}"
b-baseline_1030,char,,,1FKA,,1FKA
b-baseline_1030,char,,,1IUA,,1IUA
b-baseline_1030,char,,,1MRA,,1MRA
b-baseline_1030,char,,,1MOA,,1MOA
b-baseline_1030,char,,,1IUA,,1IUA
b-baseline_1030,agg,1MOA,D,3>,,"{'init': '1MOA', 'code': '3>', 'rec': 'D'}"
b-baseline_1030,mf,,,6,1MRA,"{'code': '6', 'char': '1MRA'}"
b-baseline_1030,mf,,,4,D,"{'code': '4', 'char': 'D'}"
